0.0,0.52,0.52,10.47
0.02,0.52,0.5,10.08
0.08,0.52,0.44,8.82
0.17,0.52,0.35,7.05
0.27,0.52,0.25,4.98
0.38,0.52,0.14,2.85
0.48,0.52,0.04,0.87
0.56,0.52,-0.04,-0.75
0.62,0.52,-0.1,-1.95
0.66,0.52,-0.14,-2.73
0.68,0.52,-0.15,-3.09
0.68,0.52,-0.15,-3.09
0.66,0.52,-0.14,-2.82
0.64,0.52,-0.12,-2.37
0.61,0.52,-0.09,-1.8
0.58,0.52,-0.06,-1.2
0.56,0.52,-0.03,-0.63
0.53,0.52,-0.0,-0.09
0.51,0.52,0.02,0.3
0.5,0.52,0.03,0.54
0.49,0.52,0.03,0.69
0.49,0.52,0.04,0.72
0.49,0.52,0.03,0.69
0.49,0.52,0.03,0.63
0.5,0.52,0.03,0.54
0.5,0.52,0.02,0.45
0.51,0.52,0.02,0.36
0.51,0.52,0.01,0.27
0.51,0.52,0.01,0.18
0.52,0.52,0.01,0.15
0.52,0.52,0.01,0.12
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
0.52,0.52,0.0,0.09
