0.0,0.52,0.52,13.79
1.36,0.52,0.0,-25.56
1.71,0.52,0.0,-28.14
-0.19,0.52,0.72,29.44
-0.68,0.52,1.2,34.38
1.21,0.52,0.0,-24.53
1.99,0.52,0.0,-38.5
0.19,0.52,0.34,19.16
-0.34,0.52,0.87,27.96
1.53,0.0,0.0,-42.62
2.3,0.0,0.0,-51.4
0.5,0.0,-0.5,9.5
-1.15,0.0,1.15,50.24
-0.27,0.0,0.27,13.68
1.8,0.0,0.0,-44.6
2.69,0.0,0.0,-56.24
0.94,0.0,-0.94,4.75
-0.04,0.0,0.04,29.06
1.43,0.0,0.0,-17.44
1.92,0.52,0.0,-12.32
0.05,0.52,0.47,40.11
-0.56,0.52,1.08,45.28
1.3,0.52,0.0,-15.67
2.07,0.52,0.0,-31.77
0.27,0.52,0.26,23.97
-0.17,0.52,0.69,28.93
1.73,0.52,0.0,-28.79
2.5,0.52,0.0,-41.38
0.71,0.52,-0.18,16.74
0.21,0.0,-0.21,11.57
2.05,0.0,0.0,-40.22
2.75,0.0,0.0,-47.99
0.94,0.0,-0.94,12.26
0.5,0.0,-0.5,20.31
2.39,0.0,0.0,-35.08
3.22,0.0,0.0,-47.86
1.45,0.0,-1.45,11.24
-0.26,0.0,0.26,52.82
0.51,0.0,-0.51,18.25
2.58,0.52,0.0,-27.3
3.42,0.52,0.0,-42.57
1.66,0.52,-1.14,14.92
